graph_id,s,policy_type,start_node,policy_valid,status,worst_cost,terminated,steps
medium_n50_s3_a3_case1_seed124,3,baseline_worst_immediate,0,1,ok,47.628812,1,5
medium_n50_s3_a3_case1_seed124,3,vi,0,1,ok,47.628812,1,5
medium_n50_s3_a3_case2_seed125,3,baseline_nominal,0,1,ok,86.685637,1,6
medium_n50_s3_a3_case2_seed125,3,baseline_bestcase,0,1,ok,71.707381,1,6
medium_n50_s3_a3_case2_seed125,3,baseline_worst_immediate,0,1,ok,63.557760,1,6
medium_n50_s3_a3_case2_seed125,3,vi,0,1,ok,56.317568,1,5
medium_n50_s3_a3_case3_seed126,3,baseline_nominal,0,1,ok,76.380932,1,7
medium_n50_s3_a3_case3_seed126,3,baseline_bestcase,0,1,ok,62.728973,1,5
medium_n50_s3_a3_case3_seed126,3,baseline_worst_immediate,0,1,ok,52.564957,1,5
medium_n50_s3_a3_case3_seed126,3,vi,0,1,ok,39.539227,1,4
medium_n50_s3_a3_case4_seed127,3,baseline_nominal,0,1,ok,57.730297,1,6
medium_n50_s3_a3_case4_seed127,3,baseline_bestcase,0,1,ok,67.717196,1,6
medium_n50_s3_a3_case4_seed127,3,baseline_worst_immediate,0,1,ok,62.600178,1,7
medium_n50_s3_a3_case4_seed127,3,vi,0,1,ok,45.048534,1,6
medium_n50_s3_a3_case5_seed128,3,baseline_nominal,0,1,ok,88.972004,1,7
medium_n50_s3_a3_case5_seed128,3,baseline_bestcase,0,1,ok,102.954522,1,8
medium_n50_s3_a3_case5_seed128,3,baseline_worst_immediate,0,1,ok,80.751930,1,8
medium_n50_s3_a3_case5_seed128,3,vi,0,1,ok,45.144591,1,5
medium_n50_s3_a3_case6_seed129,3,baseline_nominal,0,1,ok,39.358581,1,4
medium_n50_s3_a3_case6_seed129,3,baseline_bestcase,0,1,ok,74.797736,1,6
medium_n50_s3_a3_case6_seed129,3,baseline_worst_immediate,0,1,ok,33.853261,1,4
medium_n50_s3_a3_case6_seed129,3,vi,0,1,ok,33.853261,1,4
medium_n50_s3_a3_case7_seed130,3,baseline_nominal,0,1,ok,81.923626,1,8
medium_n50_s3_a3_case7_seed130,3,baseline_bestcase,0,1,ok,92.397628,1,7
medium_n50_s3_a3_case7_seed130,3,baseline_worst_immediate,0,1,ok,59.793751,1,6
medium_n50_s3_a3_case7_seed130,3,vi,0,1,ok,56.793127,1,6
